t,ax,ay,az
0,0.828338679688835,2.1177129294948283,-8.905866702065712
0.01,0.25423893486349725,1.9180085884638864,-9.787636732955116
0.02,1.0102751104874312,2.357004285268101,-9.56178219518434
0.03,1.3638062490551677,0.9011971119554711,-8.574905356471152
0.04,0.6466723000894097,1.793617175374818,-9.13727581461331
0.05,0.38106074193148787,2.1532528362730425,-9.002124887708739
0.06,1.0486096292108884,2.194236749610772,-8.530837226550783
0.07,1.133228775423298,3.0599268893217637,-8.502136335773761
0.08,0.8266144338553546,2.1460724069922636,-9.103991341618347
0.09,0.8868380586059382,1.9553878930651343,-8.01118694768981
0.1,0.6711790332966348,1.9924702938591974,-9.261308343142844
0.11,0.9245513860656676,2.4282510208503267,-8.719981573859094
0.12,0.9680692129711921,0.9101472723438461,-8.22243197274594
0.13,0.572206272936955,0.929025092952621,-8.325002065631873
0.14,2.1598146023643556,1.532105313205521,-6.843358872900173
0.15,1.0925339885961844,2.458585149154188,-5.496463154756438
0.16,0.7321359025859077,1.8987270062448622,-5.174172732117668
0.17,0.2650540707861191,2.4302176794047505,-5.233947921624491
0.18,0.5670967945520609,1.9619863922645866,-3.2104691532796017
0.19,1.2512042518511044,2.4098475977333935,-2.717764141038489
0.2,1.4869004456797088,2.4604726134378967,-2.071591341940738
0.21,0.7322859940257131,2.717643404830109,-1.2133211756980047
0.22,0.9132852804711841,1.8119129546981494,0.7222206574394241
0.23,1.9088578492580064,2.7006690899164942,1.16899231702253
0.24,0.6975435698448567,2.007178086956367,2.9474994097899208
0.25,-0.0779095851700422,1.7054326833605427,2.476354909215633
0.26,0.8619938707619519,1.9958400389996642,3.4036543755732414
0.27,1.0878640894338314,1.977377512852569,4.758397122702277
0.28,0.6985638338822251,2.1741391147711404,5.161028699071938
0.29,-0.16286116472992185,2.6374438029648086,5.702521275631799
0.3,1.2018937835006607,2.2631180466395735,6.908804600792802
0.31,1.207192962577396,0.7766325173919902,8.591005526320998
0.32,0.6723592497418547,1.4631197420166098,9.43785555092466
0.33,1.1844699661688094,1.5010442405822615,9.864939626227233
0.34,0.7846385189267563,1.6825690175169608,11.536118363357229
0.35000000000000003,0.8425790617151497,2.3834510368631077,11.719268553397722
0.36,1.5940584911330027,2.563907639400575,13.228726217905116
0.37,1.5290531723722338,1.3609443311168328,13.42743583278823
0.38,1.448394562657803,2.5599835310776617,14.595779953281076
0.39,1.3322004285827644,2.8609076237134543,15.314749638628697
0.4,0.946152808446604,1.129306401760564,16.388377871805396
0.41000000000000003,1.4681280142972355,1.9214012953820718,17.44278455110592
0.42,1.3040588686723522,2.3694162176883538,17.47394162382539
0.43,0.9699051202891943,2.4301664686949573,19.081572278883637
0.44,1.0876908328406363,1.5913697108893652,18.943147244097435
0.45,1.7303057904044603,2.192798835136564,19.94379242801373
0.46,0.5096020177179361,1.6623727207126502,21.296600968787498
0.47000000000000003,1.1809993061798227,1.6154327851001224,23.02399804274249
0.48,1.3158157238024346,1.7939129270128684,24.067363001885127
0.49,0.5397219362557395,1.0234973098272477,25.3950564807722
0.5,0.48027975730267325,1.2215785923061233,25.17367898898437
0.51,0.2566784789595785,2.072974837184943,25.866788362558523
0.52,1.5262748842803244,2.0076274617820697,27.61153590527506
0.53,1.4344772243445791,2.466500147136429,28.888858705284687
0.54,1.3908896287229975,1.8846574935630807,28.55504525172837
0.55,0.1203069866494686,1.8378772842477424,29.895243391402918
0.56,0.8672803205859507,1.0754036740737334,31.567724091530806
0.5700000000000001,0.5442007912343348,1.6450023193444916,31.440249158266973
0.58,0.1275935682779692,2.073902273809469,33.49735018551736
0.59,1.4318402823467775,1.6946880000506042,33.8092107808222
0.6,0.7525735978746275,1.5241865531348342,34.80202494156202
0.61,1.4087535828299345,0.6315593687456433,36.20938410974945
0.62,0.2702326077689343,2.07921982746568,37.03649776944896
0.63,1.4949899532671256,2.9900722093593974,37.63378686749026
0.64,0.48582994500250376,2.35451654448112,38.84491838094549
0.65,1.5317940633528857,1.6484875505278538,39.89563320633857
0.66,1.0917744653679136,1.611284311483038,42.071488210975986
0.67,0.7698335215149301,2.1401320187707373,42.1946438405192
0.68,0.8408239725007713,2.048485092170478,42.1790401915334
0.6900000000000001,0.9989371441326622,1.3359879011491596,43.68873816655626
0.7000000000000001,1.5505312236628463,1.95765040469157,44.52155524856962
0.71,2.1169070404983357,2.847013303014162,46.56187040515991
0.72,0.36290817727592195,1.215173846937673,47.47042313836813
0.73,1.303579167041399,2.2032154774969115,48.43629529800962
0.74,0.3817699494771474,2.13415322883331,48.39004950434746
0.75,1.0675724509168272,1.8619566022257905,49.91778420268027
0.76,0.7499699841481704,1.7750408751592106,51.247679701209286
0.77,1.0137928291072134,1.7763491079999794,52.93575790229418
0.78,1.2835243851257547,0.7920105971675095,52.429272783659265
0.79,-0.05901291666148567,2.8873128505708476,53.042799103821835
0.8,1.4471819215040065,1.5041079318164419,54.19413217212521
0.81,0.23228292875005152,1.8665463263577031,55.000814115120974
0.8200000000000001,0.9476008990532335,1.7466788321165727,56.429965019296304
0.8300000000000001,1.5635154290488038,1.687732087406046,58.431243868775525
0.84,0.8956854547634718,1.9566647238980481,59.225085710948235
0.85,0.20333472448550238,2.0083202159918097,59.928205342778696
0.86,0.7235940954031725,1.6078866116360782,61.36887812424649
0.87,0.2777431359894752,1.7412269291031879,62.16078679393909
0.88,0.30097766914097634,0.9900974069174023,63.090975868015164
0.89,1.3770532162319387,1.2562966752413982,63.440996258729406
0.9,0.4353745843712802,2.8060806681606034,64.21363353215739
0.91,0.7896805849071085,2.616504831391886,65.82436753538124
0.92,1.1680798605528908,1.4446082490100856,66.26142984391397
0.93,0.7760844735757715,1.507304591272709,67.5981576037309
0.9400000000000001,2.105393803964482,1.6635669572350391,68.96291685242818
0.9500000000000001,2.12212971780745,2.385544831462508,68.81816094423537
0.96,0.627799426222344,1.8198887222350422,69.54158106351366
0.97,1.0410804399556797,1.9183114325705017,71.34817152357746
0.98,1.7385401311563053,2.2399748184947033,71.22170151106354
0.99,1.6064767513962634,2.435819798938867,73.3101787933703
1.0,1.116463694147721,3.160452561236066,74.14280900186925
1.01,0.9855701735335491,2.7417922898163027,74.22718202540358
1.02,1.7124115571307308,2.993783823182457,75.37155523865663
1.03,0.8771783967855501,2.324386533032752,76.84632252520537
1.04,-0.0990943274436171,2.7896999394914186,76.13163044337708
1.05,1.5889795435626484,2.349047847323613,76.60390717610723
1.06,1.8741563909230439,2.4031724366239975,75.90512911463817
1.07,1.1305530769083247,2.6649766711680867,75.93923486268507
1.08,1.2491829062878161,3.111583856261852,74.8756513253089
1.09,1.7850332027396698,2.9561315471765095,75.6570358742479
1.1,0.9786911917910449,2.406462799680051,76.0160739090543
1.11,1.0942549117124938,2.8725864496742215,75.67637969572424
1.12,1.8170717239435068,2.750169882459133,76.64206873200872
1.1300000000000001,0.6567087451465903,3.02644848672374,76.39351221485735
1.1400000000000001,1.4796161223934075,3.038464977430836,76.6396756640483
1.1500000000000001,0.8892117054203529,2.0111016768898504,75.48828817433932
1.16,0.7403546764005311,2.1779675479371328,76.24821227471031
1.17,0.605461318195801,2.8955865896201227,75.83234416641254
1.18,1.191481483550279,2.63513310663163,76.04041537947532
1.19,1.3751544531163846,3.6058763578994406,76.6326246893911
1.2,0.4860888106777925,2.1916701064860367,75.4553517682302
1.21,1.9448001654862832,1.9691979776534527,76.29976671705879
1.22,1.0062995507402128,2.735243843277468,75.62634079585894
1.23,0.9205511723834914,2.00573575082684,75.66164031668016
1.24,0.9774760666733698,1.8977665271398716,75.2296175250812
1.25,0.879422508572119,2.558250678420596,75.77710111334002
1.26,1.7014577132856123,2.6615945327108097,76.50105808297023
1.27,1.048559717365785,2.762383060871117,75.5422228975751
1.28,1.6208116269051709,2.5362260001229657,76.01782348113241
1.29,1.3094986599019443,2.2121283480851295,75.97945361485479
1.3,1.5663643243018366,2.3736313501363138,76.452406117942
1.31,0.8755548841546954,3.4617641145904297,76.44213667119918
1.32,1.0656756027605159,1.8573448330173785,76.45992190366063
1.33,0.05163886079553799,2.2435024294721395,76.74154654617134
1.34,0.5164904598753218,2.4502782569742436,76.57603132514525
1.35,1.0949524174548704,1.9664864890456288,76.285459222775
1.36,1.8114999563838203,2.964783526603444,76.14224427972697
1.37,0.9467741993973,3.0320031853220732,75.57741725769382
1.3800000000000001,0.2588079554809859,2.472373438627596,75.58959191893243
1.3900000000000001,0.7105248532332561,2.902267961200698,77.12514726700543
1.4000000000000001,0.8488797241392292,2.423712906561323,76.13530436905987
1.41,0.3803384047430185,2.173452384251009,75.7639350253214
1.42,0.921448365375523,2.9465975011519383,76.1719925567483
1.43,1.2623882690966597,3.20984971880384,76.58847031538536
1.44,1.5614437965036625,3.268844104819306,76.02214404342794
1.45,1.3645736714064687,1.5359238103323247,76.15684899384848
1.46,0.8518370382894783,3.0946319829962876,76.38858163688067
1.47,-0.4881793372498163,4.146625119597964,76.71868458275414
1.48,1.2880170348656457,3.4794040549408316,76.38222098946804
1.49,0.6460638149913581,2.4529422826509792,76.38573034258991
1.5,1.4734975132140025,2.36100589958622,75.67483958357718
1.51,1.3621945756866434,3.038769260441341,76.28397917841602
1.52,1.5018357745689814,3.2578396300801336,75.89885938899633
1.53,0.41686774717828323,2.4739002511651877,76.24775938411423
1.54,0.7424076301906304,3.913365123455911,76.23806513032434
1.55,1.0628065564325713,2.7315977157991345,75.35075509381167
1.56,1.1540950448482667,2.796472803454683,75.87947009227348
1.57,1.35095849061355,2.2193468203451725,75.67634774955523
1.58,0.9771093504408799,3.097896769259788,76.49815734052213
1.59,1.4082189316005012,2.9019188443601136,76.02921697085124
1.6,1.3854222680072485,2.9255020677187824,75.04269090699705
1.61,0.8054368963753633,2.5249301453290327,75.28925164890231
1.62,0.9732591284783676,2.996276933501932,76.18699815129104
1.6300000000000001,0.5858230083267759,2.871677515529525,74.64436337127421
1.6400000000000001,1.4171429352640834,3.3657310215494736,74.85208854183877
1.6500000000000001,1.0418273366254462,2.7979140814822365,75.61482902552272
1.6600000000000001,0.7947110461972193,2.7472613196014084,75.605939392235
1.67,1.5383724716187968,2.7984537653390658,75.02828740294639
1.68,1.3541539200175425,3.154526055080568,73.45836964542909
1.69,0.41274290961992094,2.5754522809790403,75.05217467268555
1.7,1.2293310779288322,2.940071791706881,75.06056330190944
1.71,2.497021470264817,1.744330740585023,74.70852281579022
1.72,1.0994205607956269,3.146849409729695,74.12410649558274
1.73,1.4836070469315352,3.2145632649292137,73.96427168347456
1.74,0.819921145169616,2.9701337587211194,73.16749527605045
1.75,1.1133443704869803,2.6889650736253152,73.85462257153186
1.76,1.2919762821524774,3.1277207841837145,73.06430978709643
1.77,1.7700137387753825,2.547456955797618,73.24874171390063
1.78,1.7063001994710887,3.387273704519393,73.69780376446906
1.79,0.7508417542577388,3.0332161549966363,73.49471782580258
1.8,1.6652884232757361,2.7444628414911287,72.61121850608083
1.81,1.4249332825027166,3.1735317309964577,73.30183247750264
1.82,1.5897857563007949,2.7837232463489654,72.94145132365446
1.83,1.4390332129678098,3.8555614479047975,73.0598098309781
1.84,0.015364576806132346,3.4369707138709535,73.04287979042496
1.85,0.989442360500701,3.3580827204734103,72.50688478803798
1.86,1.592044498245082,2.7389770754519884,72.61759246356142
1.87,0.8193956768700963,3.5093698753867333,72.27285548719763
1.8800000000000001,1.1607563491682011,3.7000535553756304,73.641491693883
1.8900000000000001,0.7541509857684708,4.215930940222135,72.16682386753051
1.9000000000000001,1.6145063939158422,2.498547976897372,71.42490879979525
1.9100000000000001,0.9318250108771581,4.1058954328978245,71.20198085135594
1.92,0.5998921040688192,3.8374349701714827,72.07558042115467
1.93,0.673566328510643,3.44958481032361,70.73980179274099
1.94,1.4508985335328433,2.7962622440663107,71.38742555176155
1.95,0.680169623927572,3.2695617595855673,71.65338289003411
1.96,1.9908919500660012,2.7761589807644924,71.7856570751841
1.97,0.8285731953282482,4.031720627953199,70.49028684272231
1.98,1.5996059749197293,4.572218729269752,70.05884585349638
1.99,1.5637480335467038,3.4760270969303266,70.54569312523805
2.0,1.5024682753662795,3.093134099322075,70.5907711313746
2.0100000000000002,1.4467399583749105,2.9176879125193094,70.27310038903435
2.02,1.273292148488616,3.7484360399394654,69.49266701108827
2.0300000000000002,1.9542911632961193,4.084656237870414,70.32242495063156
2.04,1.7921602328862996,3.937760913437059,71.06010057030271
2.05,0.6027703727295303,3.651337646143221,71.59450400223531
2.06,1.9633477482885224,4.107588016672932,70.03918420019154
2.07,1.5117625075101144,3.507779049573315,68.67951268129977
2.08,1.8673992504116619,3.565575366420429,68.88989134720511
2.09,0.9557536146369109,3.6804029668737512,69.49009687668604
2.1,0.9936525430967458,3.7784341872320444,68.60364765261967
2.11,1.3486379525827459,4.296981075087145,68.7362843078282
2.12,0.6445598142636076,3.9696777896894964,68.7396863750983
2.13,0.9745748256353741,4.037212354049057,68.09747173688098
2.14,1.3537445527559002,3.3998335270046685,68.23332804160398
2.15,1.9949605675092987,3.846978629229584,68.43356963215453
2.16,0.6791032356351335,4.1315209300872136,68.83658932401204
2.17,1.1501971617638183,3.8258502752511343,67.86677071616454
2.18,1.575115043118933,3.866567185771375,67.75778399404872
2.19,1.450290852807903,3.749104785155825,67.74395201523804
2.2,1.0731293661225598,3.549904782003776,67.85841438697486
2.21,0.9756535954033939,4.375133745249634,67.80118955606063
2.22,2.14260023048672,3.477931003674146,66.42647765019656
2.23,1.2528163674113266,4.827190803261751,66.98907924473656
2.24,1.311539646985515,4.2276047826199665,66.96638389046073
2.25,0.8798877252145537,4.172981141987738,67.1682243825246
2.2600000000000002,1.1826296886925425,3.8572701504658773,66.93551452969818
2.27,1.2787384480118689,3.720337714419297,66.65134717252523
2.2800000000000002,2.1592084090860064,4.314192825293569,66.80065037103428
2.29,0.4025788280085355,4.299654159624478,66.27442357730631
2.3000000000000003,1.8383037304125398,4.675374164937578,65.92692613136958
2.31,1.8532537115610972,3.2874693414552825,66.01368343410364
2.32,0.5050128633275671,4.6522786922516595,66.89406268546932
2.33,1.0054099086628483,5.045478375476188,66.44278536321605
2.34,0.09410971850375982,3.258504870971283,66.47510938052694
2.35,1.4734007968756346,4.706830921655413,65.19626418956842
2.36,0.2533298787960473,4.257473743993491,65.16247691151476
2.37,0.9031151961470867,4.516314372590806,65.76039401841972
2.38,0.7940247003353191,5.208667609419413,65.49192688479332
2.39,0.8762516237578346,4.256013761120195,65.03495938160805
2.4,1.1523448745865783,4.498252562489228,65.18588655614681
2.41,1.2970249019870672,3.9355305168515633,65.18847202357315
2.42,1.1333201563683657,3.718526371314494,65.19811294876719
2.43,2.3061419954102154,3.8800155925876885,66.02811363160068
2.44,1.1595650539468352,4.654393306045385,64.63868158811596
2.45,2.37037858901125,4.861016661434246,65.72440970657438
2.46,0.15904095255076733,4.150645254059789,65.00323347410128
2.47,2.096261709368118,4.085922403016568,64.52360592865216
2.48,1.4527298165610887,3.158412234892486,64.19177122305065
2.49,1.672742885393509,3.9672619860794054,65.3512356897041
2.5,1.7457211788609528,3.9342972893182373,64.1036338015462
2.5100000000000002,1.8197930493422898,3.6285850422464168,64.20516883420159
2.52,1.751266404747187,4.935576404083221,64.66040268795787
2.5300000000000002,1.0448438825582018,4.649287088924201,64.39308304793317
2.54,1.064030451082539,4.521012262354181,64.05237203159011
2.5500000000000003,0.2563826204969304,4.582941497346644,64.0017189559341
2.56,0.24007208192185248,4.037593007123355,64.94984871576979
2.57,1.6531866926894907,5.066328921665599,64.68510519846686
2.58,0.6350552083290714,4.573542522860277,63.88787009286869
2.59,1.4314374135737244,3.8955050460011424,64.10715783801432
2.6,1.2296036040932938,3.7435353439044134,64.25287336658546
2.61,0.7688193393653117,3.756482997225524,63.797501998198776
2.62,1.7326011156823464,4.379086916330182,63.87829767373852
2.63,0.6631476166037577,4.312347558379331,62.783720044780345
2.64,1.9931152905637846,3.5828398370054333,63.35168171851785
2.65,0.6820507099520379,4.0256809113823895,63.53001288658292
2.66,1.0011903675794607,3.5201596435603575,64.7228758634958
2.67,1.0126810110695827,4.4932211766199375,63.43835089787682
2.68,1.8991090480868054,3.397576750606929,63.61737496503152
2.69,1.2827840893693718,3.8757726932889676,63.05097839168954
2.7,1.429802954307563,4.867778214429842,63.79058057635596
2.71,0.8221082216022271,3.647304957060325,62.817664589435765
2.72,0.6388327230676674,3.8525053373754563,64.79695669561497
2.73,1.6013418000505584,4.238453315040219,64.02688337430526
2.74,1.398970763317334,4.517986951991385,62.834516002190625
2.75,1.2485128107845236,3.7293360299186484,63.117311617979404
2.7600000000000002,1.6032397651774213,4.633068110737044,63.193266848882395
2.77,0.6170484144000594,4.154277008185378,62.507363080003124
2.7800000000000002,0.7923212332694682,3.423864664082431,63.508574098166456
2.79,1.7368524092876634,4.354960459421062,62.780768002035
2.8000000000000003,1.6642084782638302,4.381016456478359,64.30757036269416
2.81,1.37659860196167,3.7883818162369547,63.227095031055875
2.82,1.235258856653655,3.5941247472633573,62.876993406660894
2.83,1.435838519780535,3.9777137589288776,63.49264423237605
2.84,1.1076544485625663,4.356760821048934,62.88648642055867
2.85,0.809580864124362,3.98116781210649,62.83998075341705
2.86,2.1498055605378608,4.090775123518347,63.46451291214875
2.87,2.4305567633968534,4.244522036788573,62.551612463013555
2.88,1.1853392275423904,3.6467009949607565,62.78260481992328
2.89,1.8791040470891793,2.9290892269964193,63.41659920745021
2.9,1.7602523214345922,4.4414462846074425,62.78021932541138
2.91,1.3681501977799821,3.474221037088839,64.08848636458191
2.92,0.834098038141991,4.123787104061249,62.56144908229814
2.93,2.148893161063839,3.3515595605110877,63.258257625526504
2.94,1.8138030006443704,3.306964607667761,63.3143787594211
2.95,1.1990123507674273,3.610171627360717,63.98661933831617
2.96,0.9136459897698259,3.236366795940814,63.51109696633275
2.97,1.6473397177495546,3.2292427155974863,63.18160774864467
2.98,0.7524705418917045,4.443721757730529,62.73007027384171
2.99,1.1556964833795675,3.5781157277945725,62.76391346839952
3.0,1.1937580118220357,3.2622246502094807,64.22486310779097
3.0100000000000002,1.0706555555323103,3.512560404069661,63.579421072504495
3.02,1.2201573849194005,3.493273484294397,62.93710086682291
3.0300000000000002,0.671194118725499,3.4115312580227406,62.98883164396137
3.04,2.411426505005607,2.863903782143127,63.08797054560013
3.0500000000000003,2.3307997601750166,2.8876716312956767,62.86509300527406
3.06,0.9010393609786195,4.269382193750557,63.09098274616889
3.0700000000000003,1.6109270098071315,3.2540994726686296,63.13780828155185
3.08,1.0751287268655463,2.9755945660582563,63.46216663844484
3.09,0.9100852065216333,2.6055565654664954,63.130451477963405
3.1,1.7685793673956272,2.4076003129449726,63.12946844854811
3.11,1.4043300852360894,3.2965497610437735,62.74834774855834
3.12,2.2285557893644565,3.6657335054396696,62.2174257246873
3.13,0.7209048843193239,1.9161079836468473,62.934761475057826
3.14,1.5814653801994862,3.7015164112261933,62.90053071038883
3.15,1.5396772430561119,2.9530850070799377,63.228438024455315
3.16,0.6924974838514013,3.1788717525526353,63.4778419830655
3.17,2.522216187497574,3.3421186276331216,62.53732066244616
3.18,0.31202101588623266,2.5348666381841296,63.279780024891494
3.19,2.1311090078953363,3.5030559652680684,62.492284346624245
3.2,1.511428753558133,2.670335299205854,63.251525557206456
3.21,1.3424636443621356,2.779693997542216,62.86516643285676
3.22,0.591075261772142,2.176358617855384,62.3683493035673
3.23,2.069868851140244,2.901007857813923,62.71398503402422
3.24,1.5746908345469992,4.329118849172522,62.48952740691057
3.25,1.2794787981708828,3.7448391846962927,62.38762254943414
3.2600000000000002,0.6508268706370348,3.7546520976269853,62.36175798177983
3.27,1.0948460373878048,2.9588447559193227,62.449659153969485
3.2800000000000002,1.0338783411871004,3.6150111289873896,62.800128554867264
3.29,1.2562075367444963,2.7877566388874495,62.481541844834226
3.3000000000000003,1.1997486968423456,3.598227094837511,62.61388161901649
3.31,0.8933059845834733,4.34012889540267,60.743771533407475
3.3200000000000003,1.6148139526517906,2.8697691356432413,62.4674764367338
3.33,0.8187151061781306,2.9680719922717747,61.7845043534545
3.34,1.4550630871143715,2.8151933606875215,62.7180384925746
3.35,2.0780316259970704,3.8292293312885004,62.41378906926022
3.36,1.6256230415292254,3.1463235339121205,62.290286461985055
3.37,1.6311955567774148,3.7863717557946246,61.630161580288664
3.38,1.3583106101584455,3.5314337790507357,62.299579782712826
3.39,1.0352142127703274,2.862467210029698,62.25301838760041
3.4,1.5229370672332392,2.7335727465544633,62.289535628917264
3.41,2.1418607240711216,3.412178159914097,61.736295366287024
3.42,0.9605808064251791,3.123088110495055,61.50594034228899
3.43,0.9686963634284447,3.250152184160986,61.59315904620903
3.44,1.131767672294804,3.7039306525656692,61.17931837545772
3.45,1.2045893300588904,3.1925820972927443,62.31583885348969
3.46,0.8416368103304899,3.1016022602966036,63.21605622095716
3.47,0.734219888900283,3.4691220322449228,60.61265849936346
3.48,2.0369284588029557,3.994509852841902,61.76739245374368
3.49,1.1047974672083036,2.9856094935247905,61.5704209773899
3.5,2.015800797059427,4.30420178109091,61.69578749033253
3.5100000000000002,1.1526607454161804,3.6893302541345734,60.80302402961994
3.52,1.4622415770683324,3.131052074367025,61.6768418143127
3.5300000000000002,1.2690975318833344,3.139300254729576,61.64461195246875
3.54,1.5163054914196192,3.6987440297101015,61.125978593281026
3.5500000000000003,1.2717532918737438,4.214506996605584,60.8423320525711
3.56,1.3980776497314058,4.292804010275875,61.354195791666584
3.5700000000000003,0.9927188141019825,4.169170986198656,60.662722184439794
3.58,1.977966803355351,2.99706911189055,60.55335184450064
